,Species,Total,port,Year
5112,"Rockfish, aurora",95,Eureka,2009
5113,"Rockfish, bank",24,Eureka,2009
5114,"Rockfish, black-and-yellow",23,Eureka,2009
5115,"Rockfish, black","203,011",Eureka,2009
5116,"Rockfish, blackgill",134,Eureka,2009
5117,"Rockfish, blue","7,018",Eureka,2009
5118,"Rockfish, bocaccio",654,Eureka,2009
5119,"Rockfish, brown",338,Eureka,2009
5120,"Rockfish, canary",229,Eureka,2009
5121,"Rockfish, chilipepper","7,953",Eureka,2009
5122,"Rockfish, copper","1,046",Eureka,2009
5123,"Rockfish, darkblotched","35,051",Eureka,2009
5124,"Rockfish, flag",63,Eureka,2009
5125,"Rockfish, gopher",55,Eureka,2009
5126,"Rockfish, grass",289,Eureka,2009
5127,"Rockfish, group shelf",559,Eureka,2009
5128,"Rockfish, group slope","18,224",Eureka,2009
5129,"Rockfish, olive",130,Eureka,2009
5130,"Rockfish, quillback","1,803",Eureka,2009
5131,"Rockfish, redbanded",520,Eureka,2009
5132,"Rockfish, rosy",62,Eureka,2009
5133,"Rockfish, shortbelly",101,Eureka,2009
5134,"Rockfish, splitnose","5,033",Eureka,2009
5135,"Rockfish, stripetail",4,Eureka,2009
5136,"Rockfish, unspecified",100,Eureka,2009
5137,"Rockfish, vermilion","4,087",Eureka,2009
5138,"Rockfish, widow","5,923",Eureka,2009
5139,"Rockfish, yelloweye",6,Eureka,2009
5140,"Rockfish, yellowtail","1,359",Eureka,2009
5141,Sablefish,"1,515,956",Eureka,2009
5142,"Salmon, Chinook","1,307",Eureka,2009
5143,"Sanddab, Pacific","2,996",Eureka,2009
5144,Sanddab,"56,245",Eureka,2009
5145,"Shark, spiny dogfish",236,Eureka,2009
5146,"Skate, big",68,Eureka,2009
5147,"Skate, longnose","148,375",Eureka,2009
5148,"Skate, unspecified","88,584",Eureka,2009
5149,"Smelt, night","142,215",Eureka,2009
5150,"Smelt, surf","107,241",Eureka,2009
5151,"Sole, Dover","4,779,412",Eureka,2009
5152,"Sole, English","79,545",Eureka,2009
5153,"Sole, petrale","441,130",Eureka,2009
5154,"Sole, rex","168,244",Eureka,2009
5155,"Sole, sand",83,Eureka,2009
5156,"Surfperch, redtail","12,729",Eureka,2009
5157,"Thornyhead, longspine","703,743",Eureka,2009
5158,"Thornyhead, shortspine","383,672",Eureka,2009
5159,Thornyheads,"2,099",Eureka,2009
5160,"Tuna, albacore","335,067",Eureka,2009
5161,"Whiting, Pacific","3,950,314",Eureka,2009
5162,"Crab, Dungeness","12,406,039",Eureka,2009
5163,"Crab, box",313,Eureka,2009
5164,"Shrimp, coonstriped","100,816",Eureka,2009
5165,"Shrimp, ocean (pink)","2,609,136",Eureka,2009
5166,"Clam, unspecified",15,Eureka,2009
5167,"Mollusk, unspecified",270,Eureka,2009
5168,Mussel,52,Eureka,2009
5169,Jellyfish,49,Eureka,2009
5170,Waters Area Total:,"29,142,414",Eureka,2009
5171,"Tuna, albacore","36,173",Eureka,2009
5172,Waters Area Total:,"36,173",Eureka,2009
5173,"Rockfish, group slope",254,Eureka,2009
5174,Sablefish,"5,458",Eureka,2009
5175,"Tuna, albacore","89,636",Eureka,2009
5176,"Tuna, skipjack",350,Eureka,2009
5177,"Crab, Dungeness","156,045",Eureka,2009
5178,Waters Area Total:,"251,743",Eureka,2009
5179,Grand Total:,"29,430,330",Eureka,2009
5180,Cabezon,"5,235",Eureka,2008
5181,"Cod, Pacific",45,Eureka,2008
5182,"Eel, monkeyface (prickleback)",124,Eureka,2008
5183,"Fish, unspecified",27,Eureka,2008
5184,"Flounder, arrowtooth","95,360",Eureka,2008
5185,"Flounder, starry","2,386",Eureka,2008
5186,"Greenling, kelp",614,Eureka,2008
5187,Grenadier,"14,329",Eureka,2008
5188,Hagfishes,"881,812",Eureka,2008
5189,"Halibut, California","1,422",Eureka,2008
5190,Lingcod,"63,161",Eureka,2008
5191,"Mackerel, jack",192,Eureka,2008
5192,"Rockfish, China","3,970",Eureka,2008
5193,"Rockfish, Pacific ocean perch",85,Eureka,2008
5194,"Rockfish, aurora",16,Eureka,2008
5195,"Rockfish, bank",270,Eureka,2008
5196,"Rockfish, black-and-yellow",95,Eureka,2008
5197,"Rockfish, black","213,751",Eureka,2008
5198,"Rockfish, blue","17,968",Eureka,2008
5199,"Rockfish, bocaccio",972,Eureka,2008
5200,"Rockfish, brown",972,Eureka,2008
5201,"Rockfish, canary",36,Eureka,2008
5202,"Rockfish, chilipepper","10,974",Eureka,2008
5203,"Rockfish, copper","5,488",Eureka,2008
5204,"Rockfish, darkblotched","30,343",Eureka,2008
5205,"Rockfish, gopher",69,Eureka,2008
5206,"Rockfish, grass",546,Eureka,2008
5207,"Rockfish, greenspotted",5,Eureka,2008
5208,"Rockfish, greenstriped",1,Eureka,2008
5209,"Rockfish, group shelf",704,Eureka,2008
5210,"Rockfish, group slope","28,382",Eureka,2008
5211,"Rockfish, group small",96,Eureka,2008
5212,"Rockfish, olive",12,Eureka,2008
5213,"Rockfish, quillback","11,949",Eureka,2008
5214,"Rockfish, redbanded",589,Eureka,2008
5215,"Rockfish, rosethorn",1,Eureka,2008
5216,"Rockfish, rosy",7,Eureka,2008
5217,"Rockfish, splitnose","2,659",Eureka,2008
5218,"Rockfish, unspecified",137,Eureka,2008
5219,"Rockfish, vermilion","9,766",Eureka,2008
5220,"Rockfish, widow","64,579",Eureka,2008
5221,"Rockfish, yelloweye",17,Eureka,2008
5222,"Rockfish, yellowtail","3,782",Eureka,2008
5223,Sablefish,"1,379,122",Eureka,2008
5224,"Salmon, Chinook","1,360",Eureka,2008
5225,Sanddab,"72,384",Eureka,2008
5226,"Shad, American",126,Eureka,2008
5227,"Shark, soupfin",170,Eureka,2008
5228,"Shark, spiny dogfish",398,Eureka,2008
5229,"Skate, unspecified","281,122",Eureka,2008
5230,"Smelt, night","315,252",Eureka,2008
5231,"Smelt, surf","83,381",Eureka,2008
5232,"Smelts, true",117,Eureka,2008
5233,"Sole, Dover","4,347,548",Eureka,2008
5234,"Sole, English","146,490",Eureka,2008
5235,"Sole, petrale","826,422",Eureka,2008
5236,"Sole, rex","230,532",Eureka,2008
5237,"Sole, rock",5,Eureka,2008
5238,"Sole, sand",24,Eureka,2008
5239,"Surfperch, pile",11,Eureka,2008
5240,"Surfperch, redtail","12,938",Eureka,2008
5241,"Surfperch, unspecified",27,Eureka,2008
5242,"Thornyhead, longspine","851,885",Eureka,2008
5243,"Thornyhead, shortspine","282,548",Eureka,2008
5244,"Tuna, albacore","201,983",Eureka,2008
5245,"Whiting, Pacific","10,899,322",Eureka,2008
5246,"Crab, Dungeness","4,766,094",Eureka,2008
5247,"Shrimp, coonstriped","85,112",Eureka,2008
5248,"Shrimp, ocean (pink)","2,084,404",Eureka,2008
5249,"Mollusk, unspecified","4,883",Eureka,2008
5250,"Octopus, unspecified",105,Eureka,2008
5251,"Squid, jumbo",87,Eureka,2008
5252,Waters Area Total:,"28,346,800",Eureka,2008
5253,"Tuna, albacore","8,699",Eureka,2008
5254,Waters Area Total:,"8,699",Eureka,2008
5255,"Tuna, albacore","21,109",Eureka,2008
5256,Waters Area Total:,"21,109",Eureka,2008
5257,Grand Total:,"28,376,608",Eureka,2008
5258,Cabezon,"5,821",Eureka,2006
5259,"Fish, unspecified",47,Eureka,2006
5260,"Flounder, arrowtooth","66,594",Eureka,2006
5261,"Flounder, starry","3,500",Eureka,2006
5262,"Greenling, kelp",494,Eureka,2006
5263,Grenadier,"50,266",Eureka,2006
5264,"Halibut, California",108,Eureka,2006
5265,"Halibut, Pacific",249,Eureka,2006
5266,Lingcod,"63,547",Eureka,2006
5267,"Mackerel, Pacific",9,Eureka,2006
5268,"Mackerel, jack",72,Eureka,2006
5269,"Rockfish, China","2,152",Eureka,2006
5270,"Rockfish, Pacific ocean perch",682,Eureka,2006
5271,"Rockfish, aurora",25,Eureka,2006
5272,"Rockfish, bank",12,Eureka,2006
5273,"Rockfish, black-and-yellow",203,Eureka,2006
5274,"Rockfish, black","132,263",Eureka,2006
5275,"Rockfish, blackgill",84,Eureka,2006
5276,"Rockfish, blue","22,363",Eureka,2006
5277,"Rockfish, bocaccio",53,Eureka,2006
5278,"Rockfish, brown","1,462",Eureka,2006
5279,"Rockfish, canary","1,848",Eureka,2006
5280,"Rockfish, chilipepper","31,160",Eureka,2006
5281,"Rockfish, copper","3,351",Eureka,2006
5282,"Rockfish, darkblotched","21,923",Eureka,2006
5283,"Rockfish, gopher",32,Eureka,2006
5284,"Rockfish, grass",967,Eureka,2006
5285,"Rockfish, greenstriped",159,Eureka,2006
5286,"Rockfish, group red",249,Eureka,2006
5287,"Rockfish, group rosefish",540,Eureka,2006
5288,"Rockfish, group shelf",335,Eureka,2006
5289,"Rockfish, group slope","26,485",Eureka,2006
5290,"Rockfish, group small","1,196",Eureka,2006
5291,"Rockfish, olive",21,Eureka,2006
5292,"Rockfish, quillback","8,143",Eureka,2006
5293,"Rockfish, redbanded","1,077",Eureka,2006
5294,"Rockfish, rosy",8,Eureka,2006
5295,"Rockfish, shortbelly",608,Eureka,2006
5296,"Rockfish, splitnose","5,358",Eureka,2006
5297,"Rockfish, unspecified",320,Eureka,2006
5298,"Rockfish, vermilion","6,372",Eureka,2006
5299,"Rockfish, widow","8,449",Eureka,2006
5300,"Rockfish, yelloweye",8,Eureka,2006
5301,"Rockfish, yellowtail","1,395",Eureka,2006
5302,Sablefish,"1,305,722",Eureka,2006
5303,"Salmon, Chinook","2,630",Eureka,2006
5304,Sanddab,"96,391",Eureka,2006
5305,"Shad, American",530,Eureka,2006
5306,"Shark, spiny dogfish","1,163",Eureka,2006
5307,"Sharks, cow",20,Eureka,2006
5308,"Skate, unspecified","223,275",Eureka,2006
5309,"Smelt, night","207,279",Eureka,2006
5310,"Smelt, surf","138,683",Eureka,2006
5311,"Sole, Dover","2,062,620",Eureka,2006
5312,"Sole, English","530,268",Eureka,2006
5313,"Sole, petrale","840,653",Eureka,2006
5314,"Sole, rex","210,658",Eureka,2006
5315,"Sole, sand",54,Eureka,2006
5316,"Surfperch, pile",103,Eureka,2006
5317,"Surfperch, redtail","12,984",Eureka,2006
5318,"Surfperch, unspecified",124,Eureka,2006
5319,"Thornyhead, longspine","510,470",Eureka,2006
5320,"Thornyhead, shortspine","179,724",Eureka,2006
5321,"Tuna, albacore","163,835",Eureka,2006
5322,"Turbot, curlfin",163,Eureka,2006
5323,"Whiting, Pacific","11,965,372",Eureka,2006
5324,"Crab, Dungeness","19,336,541",Eureka,2006
5325,"Crab, rock unspecified","7,599",Eureka,2006
5326,"Shrimp, coonstriped","35,937",Eureka,2006
5327,"Shrimp, ocean (pink)","74,947",Eureka,2006
5328,"Mollusk, unspecified","1,351",Eureka,2006
5329,"Squid, jumbo",300,Eureka,2006
5330,Waters Area Total:,"38,379,406",Eureka,2006
5331,"Tuna, albacore","31,763",Eureka,2006
5332,Waters Area Total:,"31,763",Eureka,2006
5333,Grand Total:,"38,411,169",Eureka,2006
5334,"Barracuda, California","2,084",Eureka,2004
5335,Cabezon,"5,478",Eureka,2004
5336,"Cod, Pacific",103,Eureka,2004
5337,"Croaker, white",271,Eureka,2004
5338,"Fish, unspecified",46,Eureka,2004
5339,"Flounder, arrowtooth","93,225",Eureka,2004
5340,"Flounder, starry","10,711",Eureka,2004
5341,"Greenling, kelp",512,Eureka,2004
5342,Grenadier,"53,728",Eureka,2004
5343,"Halibut, California",265,Eureka,2004
5344,"Herring, Pacific - roe","1,169",Eureka,2004
5345,Lingcod,"32,768",Eureka,2004
5346,"Lizardfish, California",23,Eureka,2004
5347,"Mackerel, Pacific",38,Eureka,2004
5348,"Mackerel, jack",4,Eureka,2004
5349,"Rockfish, China",782,Eureka,2004
5350,"Rockfish, Pacific ocean perch",10,Eureka,2004
5351,"Rockfish, black-and-yellow",5,Eureka,2004
5352,"Rockfish, black","135,834",Eureka,2004
5353,"Rockfish, blackgill",64,Eureka,2004
5354,"Rockfish, blue","11,160",Eureka,2004
5355,"Rockfish, bocaccio",217,Eureka,2004
5356,"Rockfish, brown",488,Eureka,2004
5357,"Rockfish, canary","1,559",Eureka,2004
5358,"Rockfish, chilipepper","49,178",Eureka,2004
5359,"Rockfish, copper","2,740",Eureka,2004
5360,"Rockfish, darkblotched","46,920",Eureka,2004
5361,"Rockfish, gopher",5,Eureka,2004
5362,"Rockfish, grass",475,Eureka,2004
5363,"Rockfish, greenstriped",11,Eureka,2004
5364,"Rockfish, group deep nearshore",15,Eureka,2004
5365,"Rockfish, group nearshore",31,Eureka,2004
5366,"Rockfish, group red","1,617",Eureka,2004
5367,"Rockfish, group rosefish","1,394",Eureka,2004
5368,"Rockfish, group shelf","1,146",Eureka,2004
5369,"Rockfish, group slope","62,498",Eureka,2004
5370,"Rockfish, group small","4,712",Eureka,2004
5371,"Rockfish, quillback","2,900",Eureka,2004
5372,"Rockfish, shortbelly",4,Eureka,2004
5373,"Rockfish, splitnose","2,240",Eureka,2004
5374,"Rockfish, unspecified","1,660",Eureka,2004
5375,"Rockfish, vermilion","1,984",Eureka,2004
5376,"Rockfish, widow","16,651",Eureka,2004
5377,"Rockfish, yellowtail","18,179",Eureka,2004
5378,Sablefish,"826,857",Eureka,2004
5379,"Salmon, Chinook","229,778",Eureka,2004
5380,Salmon,698,Eureka,2004
5381,"Sanddab, Pacific","2,944",Eureka,2004
5382,Sanddab,"266,532",Eureka,2004
5383,"Sardine, Pacific","51,950",Eureka,2004
5384,"Sculpin, staghorn",1,Eureka,2004
5385,"Shark, leopard","1,273",Eureka,2004
5386,"Shark, shortfin mako",220,Eureka,2004
5387,"Shark, soupfin",101,Eureka,2004
5388,"Shark, spiny dogfish",43,Eureka,2004
5389,"Shark, thresher","5,314",Eureka,2004
5390,"Skate, unspecified","204,359",Eureka,2004
5391,"Smelt, night","225,167",Eureka,2004
5392,"Smelt, surf","112,380",Eureka,2004
5393,"Sole, Dover","1,827,020",Eureka,2004
5394,"Sole, English","453,186",Eureka,2004
5395,"Sole, petrale","493,806",Eureka,2004
5396,"Sole, rex","206,517",Eureka,2004
5397,"Sole, sand","2,488",Eureka,2004
5398,"Surfperch, barred",134,Eureka,2004
5399,"Surfperch, redtail","23,194",Eureka,2004
5400,"Surfperch, unspecified",408,Eureka,2004
5401,Swordfish,758,Eureka,2004
5402,"Thornyhead, longspine","247,683",Eureka,2004
5403,"Thornyhead, shortspine","127,712",Eureka,2004
5404,Thornyheads,"24,188",Eureka,2004
5405,"Tomcod, Pacific",26,Eureka,2004
5406,"Tuna, albacore","1,579,679",Eureka,2004
5407,"Whiting, Pacific","10,453,595",Eureka,2004
5408,"Crab, Dungeness","17,826,757",Eureka,2004
5409,"Crab, rock unspecified","3,165",Eureka,2004
5410,"Crab, tanner","460,964",Eureka,2004
5411,"Shrimp, coonstriped","45,989",Eureka,2004
5412,"Shrimp, ocean (pink)","1,605,874",Eureka,2004
5413,"Shrimp, unspecified",51,Eureka,2004
5414,"Sea urchin, red","5,280",Eureka,2004
5415,"Mollusk, unspecified",64,Eureka,2004
5416,"Octopus, unspecified",64,Eureka,2004
5417,"Squid, market",95,Eureka,2004
5418,Waters Area Total:,"37,881,216",Eureka,2004
5419,"Salmon, Chinook","224,954",Eureka,2004
5420,"Salmon, Roe (Chinook and Coho)",68,Eureka,2004
5421,"Tuna, albacore","49,453",Eureka,2004
5422,Waters Area Total:,"274,475",Eureka,2004
5423,Grand Total:,"38,155,691",Eureka,2004
5424,Cabezon,"4,168",Eureka,2003
5425,"Cod, Pacific","1,268",Eureka,2003
5426,"Fish, unspecified",122,Eureka,2003
5427,"Flounder, arrowtooth","83,664",Eureka,2003
5428,"Flounder, starry","4,592",Eureka,2003
5429,"Greenling, kelp","2,937",Eureka,2003
5430,Grenadier,"73,773",Eureka,2003
5431,"Halibut, California",880,Eureka,2003
5432,"Herring, Pacific - roe","3,634",Eureka,2003
5433,Lingcod,"35,277",Eureka,2003
5434,Opaleye,26,Eureka,2003
5435,"Ray, bat",185,Eureka,2003
5436,"Rockfish, China","1,284",Eureka,2003
5437,"Rockfish, black-and-yellow","1,763",Eureka,2003
5438,"Rockfish, black","121,791",Eureka,2003
5439,"Rockfish, blackgill","2,406",Eureka,2003
5440,"Rockfish, blue","8,969",Eureka,2003
5441,"Rockfish, bocaccio",133,Eureka,2003
5442,"Rockfish, brown","1,031",Eureka,2003
5443,"Rockfish, canary",713,Eureka,2003
5444,"Rockfish, chilipepper","22,645",Eureka,2003
5445,"Rockfish, copper","3,028",Eureka,2003
5446,"Rockfish, darkblotched","7,286",Eureka,2003
5447,"Rockfish, gopher",66,Eureka,2003
5448,"Rockfish, grass",151,Eureka,2003
5449,"Rockfish, greenstriped",135,Eureka,2003
5450,"Rockfish, group gopher",13,Eureka,2003
5451,"Rockfish, group nearshore",80,Eureka,2003
5452,"Rockfish, group rosefish",195,Eureka,2003
5453,"Rockfish, group shelf",725,Eureka,2003
5454,"Rockfish, group slope","43,673",Eureka,2003
5455,"Rockfish, quillback","3,977",Eureka,2003
5456,"Rockfish, redbanded",103,Eureka,2003
5457,"Rockfish, rosy",536,Eureka,2003
5458,"Rockfish, unspecified",172,Eureka,2003
5459,"Rockfish, vermilion","2,803",Eureka,2003
5460,"Rockfish, widow","1,207",Eureka,2003
5461,"Rockfish, yelloweye",7,Eureka,2003
5462,"Rockfish, yellowtail","2,306",Eureka,2003
5463,Sablefish,"1,193,989",Eureka,2003
5464,"Salmon, Chinook","175,576",Eureka,2003
5465,Sanddab,"291,578",Eureka,2003
5466,"Sardine, Pacific","29,716",Eureka,2003
5467,"Shark, leopard","1,919",Eureka,2003
5468,"Shark, shortfin mako",109,Eureka,2003
5469,"Shark, soupfin",71,Eureka,2003
5470,"Shark, thresher","35,456",Eureka,2003
5471,"Skate, unspecified","215,095",Eureka,2003
5472,"Smelt, night","221,075",Eureka,2003
5473,"Smelt, surf","169,645",Eureka,2003
5474,"Sole, Dover","2,894,569",Eureka,2003
5475,"Sole, English","149,871",Eureka,2003
5476,"Sole, petrale","353,377",Eureka,2003
5477,"Sole, rex","295,933",Eureka,2003
5478,"Sole, sand","22,145",Eureka,2003
5479,"Surfperch, barred",403,Eureka,2003
5480,"Surfperch, pile",10,Eureka,2003
5481,"Surfperch, redtail","28,737",Eureka,2003
5482,"Surfperch, unspecified",26,Eureka,2003
5483,"Thornyhead, longspine","736,069",Eureka,2003
5484,"Thornyhead, shortspine","210,452",Eureka,2003
5485,Thornyheads,"13,570",Eureka,2003
5486,"Tomcod, Pacific",22,Eureka,2003
5487,"Tuna, albacore","915,807",Eureka,2003
5488,Turbot,"1,844",Eureka,2003
5489,"Whiting, Pacific","3,836,542",Eureka,2003
5490,"Crab, Dungeness","16,672,145",Eureka,2003
5491,"Crab, rock unspecified","2,799",Eureka,2003
5492,"Crab, tanner","212,973",Eureka,2003
5493,"Shrimp, coonstriped","61,473",Eureka,2003
5494,"Shrimp, ocean (pink)","1,233,759",Eureka,2003
5495,"Octopus, unspecified","1,560",Eureka,2003
5496,Waters Area Total:,"30,416,039",Eureka,2003
5497,Lingcod,67,Eureka,2003
5498,"Salmon, Chinook","14,679",Eureka,2003
5499,"Tuna, albacore","163,662",Eureka,2003
5500,"Crab, Dungeness",500,Eureka,2003
5501,Waters Area Total:,"178,908",Eureka,2003
5502,Grand Total:,"30,594,947",Eureka,2003
5503,Cabezon,"7,603",Eureka,2002
5504,"Croaker, white",300,Eureka,2002
5505,"Eel, monkeyface",7,Eureka,2002
5506,"Fish, unspecified",2,Eureka,2002
5507,"Flounder, arrowtooth","62,446",Eureka,2002
5508,"Flounder, starry","16,546",Eureka,2002
5509,"Greenling, kelp","4,909",Eureka,2002
5510,Grenadiers,"73,551",Eureka,2002
5511,"Halibut, California","7,847",Eureka,2002
5512,"Halibut, Pacific",30,Eureka,2002
5513,"Herring, Roe","78,195",Eureka,2002
5514,Lingcod,"81,569",Eureka,2002
5515,"Mackerel, jack",321,Eureka,2002
5516,"Mackerel, unspecified",382,Eureka,2002
5517,"Rockfish, China","5,162",Eureka,2002
5518,"Rockfish, Pacific ocean perch",108,Eureka,2002
5519,"Rockfish, black-and-yellow",106,Eureka,2002
5520,"Rockfish, black","192,728",Eureka,2002
5521,"Rockfish, blackgill",897,Eureka,2002
5522,"Rockfish, blue","25,165",Eureka,2002
5523,"Rockfish, bocaccio",442,Eureka,2002
5524,"Rockfish, brown","4,515",Eureka,2002
5525,"Rockfish, canary","16,604",Eureka,2002
5526,"Rockfish, chilipepper","8,590",Eureka,2002
5527,"Rockfish, copper","14,842",Eureka,2002
5528,"Rockfish, darkblotched","15,779",Eureka,2002
5529,"Rockfish, gopher",371,Eureka,2002
5530,"Rockfish, grass",884,Eureka,2002
5531,"Rockfish, greenstriped",30,Eureka,2002
5532,"Rockfish, group bolina",3,Eureka,2002
5533,"Rockfish, group nearshore","1,706",Eureka,2002
5534,"Rockfish, group shelf","13,893",Eureka,2002
5535,"Rockfish, group slope","62,720",Eureka,2002
5536,"Rockfish, group small",985,Eureka,2002
5537,"Rockfish, olive",12,Eureka,2002
5538,"Rockfish, quillback","8,540",Eureka,2002
5539,"Rockfish, redbanded",540,Eureka,2002
5540,"Rockfish, splitnose",105,Eureka,2002
5541,"Rockfish, unspecified",114,Eureka,2002
5542,"Rockfish, vermilion","6,491",Eureka,2002
5543,"Rockfish, widow","92,699",Eureka,2002
5544,"Rockfish, yelloweye",6,Eureka,2002
5545,"Rockfish, yellowtail","26,793",Eureka,2002
5546,Sablefish,"908,141",Eureka,2002
5547,"Salmon, chinook","184,840",Eureka,2002
5548,Sanddab,"481,681",Eureka,2002
5549,"Sculpin, staghorn",8,Eureka,2002
5550,"Shark, blue",44,Eureka,2002
5551,"Shark, leopard","7,372",Eureka,2002
5552,"Shark, sevengill",98,Eureka,2002
5553,"Shark, shortfin mako",46,Eureka,2002
5554,"Shark, sixgill",161,Eureka,2002
5555,"Shark, soupfin",146,Eureka,2002
5556,"Shark, spiny dogfish",5,Eureka,2002
5557,"Shark, thresher","41,041",Eureka,2002
5558,"Shark, unspecified",2,Eureka,2002
5559,Silversides,332,Eureka,2002
5560,"Skate, unspecified","121,593",Eureka,2002
5561,"Smelt, night","182,337",Eureka,2002
5562,"Smelt, surf","131,738",Eureka,2002
5563,"Sole, Dover","2,484,387",Eureka,2002
5564,"Sole, English","597,851",Eureka,2002
5565,"Sole, butter",69,Eureka,2002
5566,"Sole, petrale","564,373",Eureka,2002
5567,"Sole, rex","377,634",Eureka,2002
5568,"Sole, rock",30,Eureka,2002
5569,"Sole, sand","43,264",Eureka,2002
5570,"Sole, unspecified",2,Eureka,2002
5571,"Surfperch, redtail","27,480",Eureka,2002
5572,"Surfperch, unspecified","1,255",Eureka,2002
5573,"Thornyhead, longspine","776,723",Eureka,2002
5574,"Thornyhead, shortspine","220,676",Eureka,2002
5575,Thornyheads,"57,098",Eureka,2002
5576,"Tuna, albacore","2,545,507",Eureka,2002
5577,"Tuna, bluefin",154,Eureka,2002
5578,Turbot,"4,339",Eureka,2002
5579,"Whiting, Pacific","6,113,066",Eureka,2002
5580,"Crab, Dungeness","2,822,421",Eureka,2002
5581,"Crab, rock unspecified","12,285",Eureka,2002
5582,"Crab, spider",17,Eureka,2002
5583,"Prawn, spot",441,Eureka,2002
5584,"Shrimp, Pacific Ocean","3,296,103",Eureka,2002
5585,"Shrimp, coonstriped","80,717",Eureka,2002
5586,"Urchin, red","12,219",Eureka,2002
5587,"Octopus, unspecified","3,662",Eureka,2002
5588,"Snail, sea","7,795",Eureka,2002
5589,Waters Area Total:,"22,943,685",Eureka,2002
5590,"Salmon, chinook","9,307",Eureka,2002
5591,"Shark, shortfin mako",46,Eureka,2002
5592,"Shark, thresher","53,852",Eureka,2002
5593,Swordfish,172,Eureka,2002
5594,"Tuna, albacore","62,285",Eureka,2002
5595,"Tuna, bluefin",672,Eureka,2002
5596,Waters Area Total:,"126,334",Eureka,2002
5597,Grand Total:,"23,070,019",Eureka,2002
